0.0000000000000000	1475.7809942847825369	1840.0299521874694619	3704.3365107058402828	4865.7706776893419374	5593.5505444995342259	6290.9363923734681521	6758.1003842574600640	7614.6494100382269608	8233.1464679227337911	8663.3608789288191474	8833.4825469172956218	8926.8120672371387627	9025.2247929859040596	9017.3065366876362532	8830.0739681215854944	8526.8679266625204036	8105.2305420479506211	7816.0464068522223897	7323.9621075730156008	7013.0494674754736479	6157.7476177655244101	5292.3434959973792502	4801.9639407188014957	2914.7457396227814570	2566.3917891744308690	2342.0558157242253401	1820.6616569951775091
1475.7809942847825369	0.0000000000000000	385.7825235411872882	2317.5859567393908947	3556.5106654653095575	4378.0988574076327495	5165.2534436391078998	5702.0491049692091110	6721.5780234695912441	7547.0957172578864629	8156.5155006844543095	8394.1146254531704471	8668.9151666306279367	8947.6748808098200243	9007.1157651179346431	9001.9529444381969370	8884.4879355064167612	8660.9846619214804377	8450.1451812155046355	8098.0865964182376047	7865.7377848015521522	7167.2189425726119225	6415.5190315820382239	5980.4179903054800889	4249.9586195816455074	3937.6944374425415845	3737.5067582070155368	3246.0853139092196216
1840.0299521874694619	385.7825235411872882	0.0000000000000000	1932.9064567810360131	3178.6367622187908637	4013.2790677208236048	4814.6900923853800123	5363.5059770079151349	6413.6975767032163276	7282.3463030656639603	7931.1520965989857359	8183.8731337386843734	8501.5978328831406543	8824.0525233350545022	8900.2563538730209984	8941.8020139834043221	8873.5261918343167054	8704.1571935797819606	8515.6676480436235579	8204.0484238183289563	7994.9329999286082966	7344.9048521884706133	6630.6688089097378906	6214.5873235634326193	4543.4217736180271459	4245.0092786870327473	4054.3295612636347869	3576.7532660125179973
3704.3365107058402828	2317.5859567393908947	1932.9064567810360131	0.0000000000000000	1287.8446765891328596	2205.4360673521509852	3086.3555070869565498	3700.4234496038816360	4914.9364153087253726	6015.2895034556513565	6869.6170576632102893	7199.2692053848541036	7741.9391491903215865	8287.4283123187196907	8449.1266543021520192	8729.9327844021190685	8911.1431787629426253	9012.5375430564217822	8937.1797525145284453	8826.3589419520831143	8731.5725955715461168	8321.2300915314972372	7792.8897396350248528	7470.6175890036001874	6090.5649884757440304	5853.6560506817613714	5703.7690114611268655	5289.2640730129751319
4865.7706776893419374	3556.5106654653095575	3178.6367622187908637	1287.8446765891328596	0.0000000000000000	957.9812336271380673	1870.5822780168080044	2513.9979883192058878	3810.9288955410706876	5042.3947201547898658	6014.7772990642424702	6388.1171706919585631	7069.3352968722283549	7751.1706197528474149	7966.2309257633587549	8400.4420024876962998	8743.8554796751432150	9023.0451720380788174	9024.7934233957785182	9049.9161851196968200	9033.1659448074224201	8791.2975558712878410	8398.3843574140792043	8145.6497852153406711	6989.7376601596706678	6798.4752760440915154	6678.7138594656053101	6315.1212269627421847
5593.5505444995342259	4378.0988574076327495	4013.2790677208236048	2205.4360673521509852	957.9812336271380673	0.0000000000000000	915.2084266632658682	1564.6080129964509524	2888.8979616113329030	4181.4825724609090685	5215.4658104160153016	5612.2285114258966132	6375.7025144468852886	7140.9273152856121669	7389.8274236124343588	7925.1758912972063627	8379.2832332923189824	8783.5074650547503552	8841.7966450762123714	8967.4628006784241734	9009.5066762009701051	8899.0572497457942518	8616.3884072163418750	8421.7241874297069444	7462.1876446584465157	7311.2770035879448187	7218.3148177125167422	6902.8675772673050233
6290.9363923734681521	5165.2534436391078998	4814.6900923853800123	3086.3555070869565498	1870.5822780168080044	915.2084266632658682	0.0000000000000000	653.9755057099501983	2003.2216742595862797	3355.9009544882960654	4448.3545624074531588	4866.6507185704458607	5710.2634674365490355	6554.6826659319613100	6835.8985992346924832	7468.7335627269303586	8029.1061987460334421	8552.6049936785366299	8665.5575086656499479	8887.3448874494206393	8985.4429873080280231	9001.1722685685235774	8824.9840720668107679	8686.3613344178811531	7916.4789696851403278	7803.3042896199704046	7735.1793109136087878	7465.6391324994201568
6758.1003842574600640	5702.0491049692091110	5363.5059770079151349	3700.4234496038816360	2513.9979883192058878	1564.6080129964509524	653.9755057099501983	0.0000000000000000	1360.4117962286916281	2749.9012905096824397	3878.6074804011541346	4310.0411948275332179	5207.0257581008481793	6103.7180671977994280	6406.6137097417440600	7106.0617719499159648	7739.5995963375589781	8345.6176909748683101	8497.1233536525251111	8786.4281536558992229	8924.0336897545548709	9029.8236215021024691	8930.6448548047374061	8832.7698109186494548	8202.2641619360383629	8116.4737513044547086	8066.3241239465342005	7830.8656294117554353
7614.6494100382269608	6721.5780234695912441	6413.6975767032163276	4914.9364153087253726	3810.9288955410706876	2888.8979616113329030	2003.2216742595862797	1360.4117962286916281	0.0000000000000000	1443.6591782393647918	2627.5936085542075489	3078.6778137907713244	4071.5989257926885330	5061.5011854933491122	5404.2954272366923760	6230.3890391416271086	7005.2842417669626229	7772.5586729163223936	8001.6846512551146589	8426.4860026804853987	8643.9256615961930947	8935.2593796796318202	8997.9662482774620003	8986.5257480364762159	8656.7188680659128295	8629.3714011284846492	8617.5092599956133199	8456.9995079390846513
8233.1464679227337911	7547.0957172578864629	7282.3463030656639603	6015.2895034556513565	5042.3947201547898658	4181.4825724609090685	3355.9009544882960654	2749.9012905096824397	1443.6591782393647918	0.0000000000000000	1200.4041335996821545	1658.2480868026113967	2711.2053592038078023	3763.9002517675826311	4136.1877244631568828	5064.1626929070525875	5959.3030119929653665	6869.3471704535877507	7171.4244252745247650	7724.1800097273289794	8018.4560513316964716	8495.2779484950024198	8726.4046820065123029	8806.7095514619104506	8807.2591009657226095	8843.8780016002147022	8873.9233651912927598	8799.2893697687650274
8663.3608789288191474	8156.5155006844543095	7931.1520965989857359	6869.6170576632102893	6014.7772990642424702	5215.4658104160153016	4448.3545624074531588	3878.6074804011541346	2627.5936085542075489	1200.4041335996821545	0.0000000000000000	458.8206824734663201	1551.9685058566317366	2644.7859249344855925	3037.6583888756426859	4041.6832899051637469	5027.8769577208704504	6046.7052494001954983	6406.8826146254359628	7060.1552667523810669	7415.0488673777672375	8041.5066781871937565	8411.0770743977354869	8567.1849374235516734	8843.5309839253932296	8932.2683479794668528	8996.2591196066878183	8993.6658791122281400
